,屋内気温,屋内気温,屋内気温,屋内気温,屋内気温,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,カーテン２,カーテン２,カーテン２,カーテン２,カーテン２,屋内飽差,屋内飽差,屋内飽差,屋内飽差,屋内飽差
DateTime,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0
日時,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差
2020/7/8 8:15,28.4,28.4,0,28.248,28.4,78,78,78,78,0,561,562,560,560.926,2,19.2,19.2,18.9,19.044,0.3,100,100,100,100,0,5.4,5.4,5.3,5.352,0.1
2020/7/8 8:20,28.5,28.5,0,28.43,28.5,77,78,77,77.519,1,560,563,560,560.852,3,19.1,19.4,19,19.148,0.4,100,100,100,100,0,5.7,5.7,5.4,5.511,0.3
2020/7/8 8:25,28.5,28.5,0,28.456,28.5,77,77,77,77,0,561,561,560,560.852,1,19.1,19.1,19,19.056,0.1,100,100,100,100,0,5.7,5.7,5.6,5.656,0.1
2020/7/8 8:30,28.8,28.8,0,28.652,28.8,76,77,76,76.704,1,560,566,560,561.593,6,19.2,19.3,19.1,19.2,0.2,100,100,100,100,0,6,6,5.7,5.789,0.3
2020/7/8 8:35,30,30,0,29.211,30,72,76,72,74.519,4,561,561,560,560.481,1,19.5,19.7,19.1,19.315,0.6,100,100,100,100,0,7.6,7.6,6,6.604,1.6
2020/7/8 8:40,30.1,30.1,0,30.058,30.1,71,72,71,71.077,1,560,561,560,560.154,1,19.4,19.5,19.3,19.373,0.2,100,100,100,100,0,7.9,7.9,7.6,7.842,0.3
2020/7/8 8:45,30,30.1,0,29.989,30.1,70,71,70,70,1,560,561,560,560.259,1,19,19.4,18.8,18.985,0.6,100,100,100,100,0,8.1,8.2,7.9,8.115,0.3
2020/7/8 8:50,30.3,30.3,0,30.152,30.3,69,70,69,69.852,1,560,561,560,560.148,1,19.1,19.3,18.9,19.119,0.4,100,100,100,100,0,8.5,8.5,8.1,8.233,0.4
2020/7/8 8:55,30.4,30.4,0,30.381,30.4,69,69,69,69,0,561,561,555,559.741,6,19.2,19.2,19.1,19.181,0.1,100,100,100,100,0,8.6,8.6,8.5,8.581,0.1
2020/7/8 9:00,30.5,30.5,0,30.463,30.5,68,69,68,68.667,1,560,561,560,560.185,1,19,19.3,19,19.167,0.3,100,100,100,100,0,8.9,8.9,8.6,8.7,0.3
2020/7/8 9:05,30.8,30.9,0,30.781,30.9,66,68,66,66.926,2,561,561,560,560.222,1,18.8,19.4,18.8,19.019,0.6,100,100,100,100,0,9.7,9.7,8.9,9.411,0.8
2020/7/8 9:10,30.9,31.1,0,30.959,31.1,66,66,66,66,0,560,565,560,560.593,5,18.9,19.1,18.8,18.963,0.3,100,100,100,100,0,9.7,9.8,9.7,9.741,0.1
2020/7/8 9:15,31.2,31.3,0,31.13,31.3,65,66,65,65.444,1,565,565,560,560.852,5,18.9,19.1,18.7,18.969,0.4,100,100,100,100,0,10.2,10.2,9.7,10.015,0.5
2020/7/8 9:20,31.2,31.3,0,31.215,31.3,65,65,65,65,0,561,565,560,562.481,5,18.9,19.1,18.8,18.941,0.3,100,100,100,100,0,10.2,10.2,10.1,10.196,0.1
2020/7/8 9:25,30.8,31.2,0,29.789,31.2,66,66,64,65.296,2,561,567,560,562.481,7,18.8,18.9,18.4,18.726,0.5,100,100,100,100,0,9.7,10.5,9.7,9.97,0.8
2020/7/8 9:30,30.8,30.8,0,30.8,30.8,66,66,66,66,0,565,566,561,564.074,5,18.8,18.8,18.8,18.8,0,100,100,100,100,0,9.7,9.7,9.7,9.7,0
2020/7/8 9:35,30.8,30.8,0,30.8,30.8,66,66,65,65.815,1,562,566,562,564.481,4,18.8,18.8,18.5,18.756,0.3,100,100,100,100,0,9.7,9.9,9.7,9.73,0.2
2020/7/8 9:40,31.2,31.2,0,30.848,31.2,66,66,65,65.852,1,566,566,561,563.963,5,19.2,19.2,18.3,18.814,0.9,100,100,100,100,0,9.9,9.9,9.5,9.718,0.4
2020/7/8 9:45,30.2,31.3,0,30.8,31.3,68,68,66,66.556,2,566,567,561,563.778,6,18.7,19.4,18.5,18.938,0.9,100,100,100,100,0,8.8,9.9,8.8,9.535,1.1
2020/7/8 9:50,29.9,30.2,0,29.944,30.2,69,70,68,69.185,2,570,571,565,569.148,6,18.6,19,18.4,18.722,0.6,100,100,100,100,0,8.3,8.8,8.1,8.304,0.7
2020/7/8 9:55,30.1,30.1,0,29.837,30.1,71,71,69,70.444,2,570,571,570,570.148,1,19.4,19.4,18.4,18.93,1,100,100,100,100,0,7.9,8.3,7.7,7.933,0.6
2020/7/8 10:00,29.5,30.2,0,29.77,30.2,71,71,69,70.111,2,566,570,565,565.963,5,18.7,19.4,18.4,18.767,1,100,100,100,100,0,7.6,8.4,7.6,7.989,0.8
2020/7/8 10:05,29.7,29.7,0,29.533,29.7,70,71,70,70.926,1,570,571,565,569.148,6,18.7,18.9,18.6,18.711,0.3,100,100,100,100,0,8,8,7.6,7.65,0.4
2020/7/8 10:10,29.5,29.7,0,29.533,29.7,71,71,70,70.519,1,566,570,565,565.963,5,18.7,18.7,18.4,18.622,0.3,100,100,100,100,0,7.6,8,7.6,7.759,0.4
2020/7/8 10:15,30.3,30.3,0,28.681,30.3,70,71,70,70.593,1,565,567,565,565.259,2,19.3,19.3,18.7,18.9,0.6,100,100,100,100,0,8.3,8.3,7.6,7.87,0.7
2020/7/8 10:20,31.6,31.6,0,31.141,31.6,65,70,65,67,5,560,565,560,562.333,5,19.4,19.8,19.1,19.488,0.7,100,100,100,100,0,10.4,10.4,8.3,9.569,2.1
2020/7/8 10:25,29.8,31.6,0,30.585,31.6,70,70,65,67.407,5,565,565,560,560.815,5,18.8,19.4,18.6,18.974,0.8,100,100,100,100,0,8,10.4,8,9.23,2.4
2020/7/8 10:30,29.5,30,0,29.833,30,70,71,70,70.444,1,565,567,565,565.593,2,18.4,19.3,18.4,18.954,0.9,100,100,100,100,0,7.9,8.1,7.8,7.914,0.3
2020/7/8 10:35,29.6,29.6,0,29.448,29.6,72,72,70,71.667,2,566,567,565,565.963,2,19.1,19.1,18.4,18.848,0.7,100,100,100,100,0,7.4,7.9,7.3,7.404,0.6
2020/7/8 10:40,29.4,29.7,0,29.389,29.7,73,73,71,71.963,2,567,567,560,565.296,7,19.1,19.2,18.5,18.8,0.7,100,100,100,100,0,7,7.7,7,7.338,0.7
2020/7/8 10:45,29.7,29.8,0,29.652,29.8,72,73,72,72.037,1,565,567,565,565.815,2,19.2,19.3,18.9,19.164,0.4,100,100,100,100,0,7.4,7.5,7,7.371,0.5
2020/7/8 10:50,29,29.8,0,29.459,29.8,70,72,70,70.556,2,568,570,565,565.926,5,17.9,19.3,17.9,18.533,1.4,100,100,100,100,0,7.6,7.9,7.4,7.696,0.5
2020/7/8 10:55,28.5,29,0,27.648,29,70,71,70,70.037,1,571,571,568,570.148,3,17.4,17.9,17.4,17.604,0.5,100,100,100,100,0,7.4,7.6,7.3,7.507,0.3
2020/7/8 11:00,29,29,0,27.659,29,70,71,70,70.185,1,568,576,568,570.852,8,17.9,17.9,17.4,17.659,0.5,100,100,100,100,0,7.6,7.6,7.2,7.478,0.4
2020/7/8 11:05,30.3,30.3,0,28.589,30.3,67,70,67,68,3,561,571,560,565.63,11,18.5,18.5,17.6,18.167,0.9,100,100,100,100,0,9.1,9.1,7.6,8.515,1.5
2020/7/8 11:10,30.9,30.9,0,30.648,30.9,65,67,65,65.667,2,563,566,560,563.444,6,18.6,18.7,18.3,18.53,0.4,100,100,100,100,0,10,10,9.1,9.652,0.9
2020/7/8 11:15,30.5,30.9,0,30.819,30.9,67,67,65,65.704,2,565,566,562,564.111,4,18.7,19,18.6,18.722,0.4,100,100,100,100,0,9.2,10,9.2,9.759,0.8
2020/7/8 11:20,29.9,30.5,0,30.274,30.5,69,69,67,68.37,2,566,571,565,566,6,18.6,19,18.6,18.863,0.4,100,100,100,100,0,8.3,9.2,8.3,8.704,0.9
2020/7/8 11:25,29.4,30,0,29.656,30,69,70,67,69.185,3,570,571,565,567.667,6,18.1,19,17.5,18.385,1.5,100,100,100,100,0,8.1,8.6,7.9,8.181,0.7
2020/7/8 11:30,29.4,29.4,0,28.311,29.4,68,69,68,68.63,1,570,571,570,570.074,1,17.8,18.1,17.8,17.989,0.3,100,100,100,100,0,8.4,8.4,8.1,8.211,0.3
2020/7/8 11:35,29.5,29.5,0,29.463,29.5,67,68,67,67.963,1,571,571,570,570.185,1,17.7,17.9,17.7,17.848,0.2,100,100,100,100,0,8.7,8.7,8.4,8.422,0.3
2020/7/8 11:40,29.7,29.7,0,29.6,29.7,66,67,66,66.963,1,570,571,565,567.852,6,17.6,17.9,17.6,17.796,0.3,100,100,100,100,0,9,9,8.7,8.756,0.3
2020/7/8 11:45,29.9,29.9,0,29.789,29.9,66,67,66,66.519,1,566,571,565,568.481,6,17.8,18.1,17.5,17.863,0.6,100,100,100,100,0,9.2,9.2,8.8,8.956,0.4
2020/7/8 11:50,30.2,30.2,0,30.074,30.2,66,66,66,66,0,568,571,565,566.444,6,18.1,18.1,17.8,17.978,0.3,100,100,100,100,0,9.3,9.3,9.2,9.263,0.1
2020/7/8 11:55,29.5,30.2,0,29.87,30.2,66,66,64,64.852,2,566,570,565,566.333,5,17.4,18.1,17.1,17.456,1,100,100,100,100,0,8.9,9.9,8.9,9.448,1
2020/7/8 12:00,30.1,30.1,0,29.741,30.1,65,67,65,66,2,572,572,565,566.519,7,17.7,18,17.4,17.633,0.6,100,100,100,100,0,9.5,9.5,8.7,9.074,0.8
2020/7/8 12:05,30.6,30.7,0,30.496,30.7,63,65,63,64.296,2,565,572,565,565.185,7,17.7,18.2,17.7,17.985,0.5,100,100,100,100,0,10.4,10.4,9.5,9.978,0.9
2020/7/8 12:10,30.8,30.8,0,30.633,30.8,64,64,63,63.963,1,565,566,563,564.667,3,18.2,18.2,17.7,18.022,0.5,100,100,100,100,0,10.2,10.4,10.1,10.141,0.3
2020/7/8 12:15,30.7,30.9,0,30.8,30.9,63,64,63,63.037,1,565,566,565,565.111,1,17.8,18.2,17.8,17.915,0.4,100,100,100,100,0,10.4,10.6,10.2,10.493,0.4
2020/7/8 12:20,30.8,30.8,0,29.578,30.8,62,63,62,62.185,1,565,566,563,564.815,3,17.6,17.8,17.5,17.563,0.3,100,100,100,100,0,10.8,10.8,10.4,10.674,0.4
2020/7/8 12:25,31.4,31.4,0,31.2,31.4,60,62,60,61.037,2,565,566,565,565.185,1,17.7,18,17.5,17.785,0.5,100,100,100,100,0,11.8,11.8,10.8,11.378,1
2020/7/8 12:30,32.6,32.6,0,30.77,32.6,58,60,58,59.148,2,561,566,561,562.667,5,18.4,18.4,17.7,18.011,0.7,100,100,100,100,0,13.3,13.3,11.8,12.456,1.5
2020/7/8 12:35,33.4,33.5,0,33.174,33.5,56,58,56,56.852,2,566,566,560,562.741,6,18.6,19,18.1,18.6,0.9,100,100,100,100,0,14.6,14.7,13.3,14.152,1.4
2020/7/8 12:40,32.7,33.5,0,33.067,33.5,57,57,56,56.185,1,565,566,561,562.963,5,18.1,18.7,17.9,18.233,0.8,100,100,100,100,0,13.7,14.7,13.7,14.241,1
2020/7/8 12:45,32.3,32.7,0,32.47,32.7,57,57,56,56.889,1,565,566,565,565.222,1,17.7,18.1,17.4,17.848,0.7,100,100,100,100,0,13.4,13.9,13.3,13.511,0.6
2020/7/8 12:50,32.6,32.6,0,32.448,32.6,56,57,56,56.111,1,565,566,565,565.333,1,17.7,17.8,17.4,17.585,0.4,100,100,100,100,0,13.9,13.9,13.3,13.741,0.6
2020/7/8 12:55,32.8,32.9,0,32.807,32.9,55,56,54,55.481,2,563,566,563,564.852,3,17.6,18,17.3,17.752,0.7,100,100,100,100,0,14.4,14.8,13.9,14.285,0.9
2020/7/8 13:00,32.8,32.8,0,32.77,32.8,55,55,55,55,0,565,567,563,565.111,4,17.6,17.6,17.5,17.574,0.1,100,100,100,100,0,14.4,14.4,14.3,14.374,0.1
2020/7/8 13:05,33.5,33.6,0,32.011,33.6,53,55,53,54.111,2,565,566,565,565.037,1,17.7,18.1,17.6,17.789,0.5,100,100,100,100,0,15.7,15.8,14.4,15.1,1.4
2020/7/8 13:10,33.4,33.5,0,33.326,33.5,54,54,53,53.704,1,565,566,565,565.148,1,17.9,18,17.4,17.752,0.6,100,100,100,100,0,15.2,15.7,15,15.27,0.7
2020/7/8 13:15,33.3,33.5,0,33.363,33.5,54,54,54,54,0,565,566,565,565.148,1,17.8,18,17.8,17.856,0.2,100,100,100,100,0,15.2,15.3,15.2,15.204,0.1
2020/7/8 13:20,33.8,33.8,0,32.222,33.8,53,54,53,54,1,565,566,563,564.926,3,18,18.3,17.8,17.963,0.5,100,100,100,100,0,15.9,15.9,15.2,15.307,0.7
2020/7/8 13:25,33.7,33.9,0,33.696,33.9,54,54,53,53.519,1,565,566,565,565.222,1,18.2,18.2,17.8,18.059,0.4,100,100,100,100,0,15.5,16,15.4,15.652,0.6
2020/7/8 13:30,33.6,33.7,0,33.641,33.7,54,54,54,54,0,566,566,565,565.074,1,18.1,18.2,18.1,18.141,0.1,100,100,100,100,0,15.4,15.5,15.4,15.441,0.1
2020/7/8 13:35,33.6,33.6,0,33.596,33.6,53,54,53,53.815,1,565,570,565,566.037,5,17.8,18.1,17.8,18.03,0.3,100,100,100,100,0,15.8,15.8,15.3,15.485,0.5
2020/7/8 13:40,33.8,33.8,0,33.663,33.8,52,53,52,52.259,1,565,570,565,566.259,5,17.6,17.9,17.4,17.552,0.5,100,100,100,100,0,16.3,16.3,15.8,16.093,0.5
2020/7/8 13:45,33.7,33.9,0,33.789,33.9,51,52,50,50.889,2,570,571,565,566.63,6,17.2,17.6,16.9,17.244,0.7,100,100,100,100,0,16.5,17,16.3,16.656,0.7
2020/7/8 13:50,33,33.7,0,32.078,33.7,52,52,51,51.63,1,570,571,566,568.926,5,16.8,17.2,16.8,16.981,0.4,100,100,100,100,0,15.5,16.5,15.5,15.904,1
2020/7/8 13:55,32.4,33,0,32.733,33,53,53,52,52.444,1,571,571,570,570.333,1,16.6,17.2,16.3,16.715,0.9,100,100,100,100,0,14.7,15.5,14.6,15.152,0.9
2020/7/8 14:00,31.7,32.4,0,32.041,32.4,55,55,53,54,2,574,576,570,573.593,6,16.5,16.7,16.4,16.522,0.3,100,100,100,100,0,13.5,14.7,13.5,14.052,1.2
2020/7/8 14:05,31.8,31.8,0,30.541,31.8,55,56,55,55.148,1,573,577,573,573.963,4,16.6,16.8,16.4,16.559,0.4,100,100,100,100,0,13.6,13.6,13.2,13.47,0.4
2020/7/8 14:10,32.1,32.1,0,30.752,32.1,55,56,54,55,2,570,576,570,572,6,16.9,16.9,16.6,16.73,0.3,100,100,100,100,0,13.8,14.1,13.3,13.693,0.8
2020/7/8 14:15,31.9,32.1,0,32.03,32.1,54,55,54,54.259,1,568,572,568,569.963,4,16.4,16.9,16.4,16.611,0.5,100,100,100,100,0,14,14.1,13.7,13.978,0.4
2020/7/8 14:20,31.4,31.9,0,30.374,31.9,56,56,54,55.444,2,571,572,568,569.852,4,16.5,16.7,16.2,16.481,0.5,100,100,100,100,0,13,14,12.9,13.267,1.1
2020/7/8 14:25,31.2,31.4,0,31.327,31.4,57,57,56,56.538,1,571,572,570,570.654,2,16.6,16.8,16.3,16.584,0.5,100,100,100,100,0,12.5,13,12.5,12.772,0.5
2020/7/8 14:30,31.1,31.2,0,31.089,31.2,57,57,57,57,0,571,573,570,570.852,3,16.5,16.6,16.4,16.489,0.2,100,100,100,100,0,12.4,12.5,12.4,12.404,0.1
2020/7/8 14:35,30.9,31.1,0,30.926,31.1,57,57,56,56.852,1,571,576,570,571.333,6,16.3,16.5,16.1,16.278,0.4,100,100,100,100,0,12.3,12.7,12.2,12.378,0.5
2020/7/8 14:40,31.2,31.2,0,31.078,31.2,57,57,57,57,0,570,571,570,570.37,1,16.6,16.6,16.3,16.47,0.3,100,100,100,100,0,12.5,12.5,12.3,12.415,0.2
2020/7/8 14:45,30.8,31.2,0,30.93,31.2,58,58,57,57.37,1,570,571,565,568.074,6,16.5,16.6,16.2,16.439,0.4,100,100,100,100,0,11.9,12.5,11.9,12.189,0.6
2020/7/8 14:50,31,31.1,0,30.956,31.1,57,58,57,57.481,1,570,571,565,569.407,6,16.4,16.8,16.3,16.508,0.5,100,100,100,100,0,12.4,12.4,11.9,12.2,0.5
2020/7/8 14:55,30.9,31.1,0,30.985,31.1,58,58,57,57.556,1,566,571,565,567.741,6,16.6,16.8,16.4,16.564,0.4,100,100,100,100,0,12,12.4,12,12.204,0.4
2020/7/8 15:00,30.6,30.9,0,30.741,30.9,59,59,58,58.407,1,570,571,565,567.926,6,16.6,16.8,16.4,16.567,0.4,100,100,100,100,0,11.5,12,11.5,11.744,0.5
2020/7/8 15:05,30.1,30.6,0,29.3,30.6,60,61,59,59.556,2,570,572,568,569.63,4,16.4,16.9,16.4,16.619,0.5,100,100,100,100,0,10.9,11.5,10.6,11.215,0.9
2020/7/8 15:10,29.7,30.1,0,29.948,30.1,62,62,60,61.222,2,574,576,570,571.667,6,16.5,16.7,16.4,16.563,0.3,100,100,100,100,0,10.1,10.9,10.1,10.489,0.8
2020/7/8 15:15,29.8,29.8,0,28.615,29.8,62,62,62,62,0,571,576,570,571.185,6,16.6,16.6,16.4,16.519,0.2,100,100,100,100,0,10.2,10.2,10.1,10.119,0.1
2020/7/8 15:20,29.4,29.8,0,29.515,29.8,63,63,62,62.593,1,571,574,570,570.852,4,16.5,16.6,16.3,16.493,0.3,100,100,100,100,0,9.7,10.2,9.7,9.863,0.5
2020/7/8 15:25,29.3,29.4,0,29.359,29.4,64,64,63,63.37,1,570,576,570,571.963,6,16.7,16.7,16.4,16.581,0.3,100,100,100,100,0,9.3,9.7,9.3,9.537,0.4
2020/7/8 15:30,29.1,29.4,0,29.256,29.4,65,65,64,64.148,1,570,574,570,571.296,4,16.7,16.8,16.6,16.693,0.2,100,100,100,100,0,9,9.4,9,9.274,0.4
2020/7/8 15:35,28.7,29.1,0,27.907,29.1,66,66,65,65.222,1,570,571,570,570.296,1,16.6,16.7,16.4,16.659,0.3,100,100,100,100,0,8.5,9,8.5,8.863,0.5
2020/7/8 15:40,28.6,28.7,0,27.611,28.7,67,67,66,66.815,1,571,572,570,570.741,2,16.7,16.8,16.6,16.733,0.2,72,100,72,91.444,28,8.2,8.5,8.2,8.307,0.3
2020/7/8 15:45,28.6,28.6,0,28.6,28.6,67,67,67,67,0,570,574,570,570.963,4,16.7,16.7,16.7,16.7,0,24,72,24,48.308,48,8.2,8.2,8.2,8.2,0
2020/7/8 15:50,28.5,28.6,0,27.537,28.6,67,68,67,67.037,1,570,576,570,570.815,6,16.6,17,16.6,16.715,0.4,10,24,10,12.286,14,8.2,8.2,8,8.185,0.2
2020/7/8 15:55,28.2,28.5,0,28.407,28.5,68,68,67,67.741,1,571,571,570,570.296,1,16.6,16.9,16.6,16.733,0.3,10,10,10,10,0,7.8,8.2,7.8,7.944,0.4
2020/7/8 16:00,28.2,28.3,0,28.274,28.3,68,68,68,68,0,570,571,565,568.963,6,16.6,16.7,16.6,16.667,0.1,10,10,10,10,0,7.8,7.8,7.8,7.8,0
