,屋内気温,屋内気温,屋内気温,屋内気温,屋内気温,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,カーテン２,カーテン２,カーテン２,カーテン２,カーテン２,屋内飽差,屋内飽差,屋内飽差,屋内飽差,屋内飽差
DateTime,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0
日時,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差
2020/8/28 7:15,31.7,31.7,0,31.504,31.7,75,77,75,75.778,2,561,566,561,562.704,5,22.5,22.7,22.3,22.5,0.4,100,100,100,100,0,7.5,7.5,6.7,7.159,0.8
2020/8/28 7:20,31.9,31.9,0,30.633,31.9,76,76,75,75.815,1,565,565,560,562.407,5,23.1,23.1,22.5,22.923,0.6,100,100,100,100,0,7.3,7.5,7.2,7.292,0.3
2020/8/28 7:25,32.2,32.2,0,32.03,32.2,74,76,74,75,2,561,567,560,562.222,7,22.9,23.4,22.8,22.952,0.6,100,100,100,100,0,8,8,7.3,7.607,0.7
2020/8/28 7:30,32.3,32.3,0,32.288,32.3,72,74,71,71.654,3,562,565,560,561.231,5,22.4,23,22,22.319,1,100,100,100,100,0,8.7,9,8,8.752,1
2020/8/28 7:35,32.5,32.6,0,31.304,32.6,73,73,72,72.556,1,561,571,560,562.963,11,23,23.1,22.4,22.852,0.7,100,100,100,100,0,8.5,8.8,8.5,8.607,0.3
2020/8/28 7:40,32.4,32.5,0,31.23,32.5,71,74,71,72.704,3,561,565,560,561.667,5,22.2,23.3,22.1,22.789,1.2,100,100,100,100,0,9,9,8.1,8.522,0.9
2020/8/28 7:45,32.5,32.5,0,32.4,32.5,70,72,69,70.185,3,560,565,560,562.444,5,22,22.5,21.5,21.952,1,100,100,100,100,0,9.4,9.7,8.7,9.322,1
2020/8/28 7:50,32.9,32.9,0,32.733,32.9,70,71,70,70.704,1,561,563,560,560.778,3,22.6,22.9,22,22.559,0.9,100,100,100,100,0,9.6,9.6,9.1,9.322,0.5
2020/8/28 7:55,33.1,33.1,0,31.763,33.1,69,71,66,69.259,5,561,562,560,560.593,2,22.5,23,21.3,22.452,1.7,100,100,100,100,0,10.1,10.9,9.3,9.919,1.6
2020/8/28 8:00,33.2,33.3,0,33.204,33.3,66,69,66,68.593,3,561,565,555,560.222,10,21.6,22.8,21.6,22.485,1.2,100,100,100,100,0,11.1,11.1,10.1,10.278,1
2020/8/28 8:05,32.3,33.2,0,32.763,33.2,81,83,66,75.481,17,565,565,560,560.926,5,25.2,26,21.6,24.07,4.4,100,100,100,100,0,5.9,11.1,5.3,7.822,5.8
2020/8/28 8:10,32,32.4,0,30.985,32.4,78,82,76,79.111,6,562,566,562,563.556,4,23.8,25.5,23.2,24.415,2.3,100,100,100,100,0,6.7,7.3,5.5,6.426,1.8
2020/8/28 8:15,31.3,32,0,31.511,32,80,82,74,78.074,8,566,571,562,566.667,9,23.5,24.2,22.1,23.181,2.1,100,100,100,100,0,5.8,7.7,5.3,6.485,2.4
2020/8/28 8:20,30.7,31.3,0,30.937,31.3,76,84,76,79.407,8,571,571,565,566.852,6,21.5,24.1,21.5,22.77,2.6,100,100,100,100,0,6.8,6.8,4.5,5.885,2.3
2020/8/28 8:25,30.2,30.7,0,30.378,30.7,80,86,75,81.667,11,570,574,570,571.778,4,22,23.6,21.2,22.667,2.4,100,100,100,100,0,5.5,7,3.8,5.078,3.2
2020/8/28 8:30,30.1,30.5,0,29.215,30.5,83,84,77,79.815,7,571,576,570,571.185,6,22.7,23.1,21.4,22.148,1.7,100,100,100,100,0,4.6,6.4,4.4,5.537,2
2020/8/28 8:35,30.3,30.4,0,30.241,30.4,83,83,79,81.407,4,565,571,565,569.926,6,23,23,21.8,22.452,1.2,100,100,100,100,0,4.7,5.8,4.6,5.078,1.2
2020/8/28 8:40,30.3,30.3,0,30.176,30.3,89,89,82,85.64,7,566,571,565,567.12,6,24.6,24.6,22.7,23.508,1.9,100,100,100,100,0,3,4.9,3,3.904,1.9
2020/8/28 8:45,30.5,30.5,0,29.274,30.5,83,90,81,85.296,9,565,566,562,564.148,4,23.2,24.9,22.5,23.719,2.4,100,100,100,100,0,4.7,5.3,2.7,4.052,2.6
2020/8/28 8:50,31,31.1,0,30.719,31.1,80,85,78,81.556,7,560,565,560,562.37,5,23.1,23.9,22.3,23.093,1.6,100,100,100,100,0,5.7,6.3,4.2,5.207,2.1
2020/8/28 8:55,31.2,31.2,0,29.97,31.2,84,85,75,81.111,10,565,565,560,562.148,5,24.5,24.8,21.7,23.578,3.1,100,100,100,100,0,4.6,7.3,4.3,5.437,3
2020/8/28 9:00,31.5,31.5,0,31.285,31.5,78,86,77,81.963,9,561,566,560,561.593,6,23.2,25.1,22.7,24.026,2.4,100,100,100,100,0,6.5,6.8,4,5.237,2.8
2020/8/28 9:05,31.8,31.8,0,30.485,31.8,80,80,73,76.815,7,560,561,560,560.519,1,24.2,24.2,21.9,23.015,2.3,100,100,100,100,0,6,8.1,5.9,6.915,2.2
2020/8/28 9:10,32,32.2,0,31.981,32.2,77,82,75,78.852,7,560,565,560,561,5,23.5,25.2,23.1,24.063,2.1,100,100,100,100,0,7,7.7,5.4,6.452,2.3
2020/8/28 9:15,32.3,32.4,0,32.159,32.4,71,77,68,73.185,9,561,563,560,560.259,3,22.1,23.7,21.3,22.563,2.4,100,100,100,100,0,9,10,7,8.285,3
2020/8/28 9:20,32.4,32.5,0,31.226,32.5,75,75,68,71.333,7,560,565,560,560.889,5,23.5,23.6,21.1,22.363,2.5,100,100,100,100,0,7.8,10,7.8,8.963,2.2
2020/8/28 9:25,32.2,32.5,0,31.163,32.5,77,80,72,75.926,8,561,561,560,560.37,1,23.8,25,22.5,23.7,2.5,100,100,100,100,0,7.1,8.8,6.2,7.493,2.6
2020/8/28 9:30,32.3,32.4,0,31.056,32.4,80,81,73,77.333,8,565,565,560,561.37,5,24.9,25.2,22.6,23.974,2.6,100,100,100,100,0,6.2,8.4,5.8,7.033,2.6
2020/8/28 9:35,32.5,32.8,0,32.559,32.8,80,80,69,73.667,11,561,565,560,560.481,5,25.2,25.3,21.8,23.237,3.5,100,100,100,100,0,6.3,9.8,6.2,8.304,3.6
2020/8/28 9:40,32,32.5,0,31.059,32.5,78,81,72,75.296,9,563,563,560,561.074,3,23.8,25.4,22.4,23.37,3,100,100,100,100,0,6.7,8.7,5.9,7.626,2.8
2020/8/28 9:45,32.6,32.6,0,31.137,32.6,76,82,75,78.852,7,561,565,561,563.185,4,24.1,26,23.6,24.53,2.4,100,100,100,100,0,7.6,7.8,5.7,6.596,2.1
2020/8/28 9:50,32.9,32.9,0,31.537,32.9,79,80,71,75.222,9,560,561,560,560.519,1,25.5,25.8,22.6,24.011,3.2,100,100,100,100,0,6.7,9.3,6.4,7.881,2.9
2020/8/28 9:55,33.1,33.3,0,33.078,33.3,70,80,67,73.296,13,561,562,560,560.519,2,22.8,26.1,22,23.863,4.1,100,100,100,100,0,9.7,10.9,6.5,8.648,4.4
2020/8/28 10:00,33.2,33.4,0,33.267,33.4,71,76,68,71.519,8,561,562,560,560.481,2,23.3,24.9,22.2,23.541,2.7,100,100,100,100,0,9.5,10.5,7.8,9.359,2.7
2020/8/28 10:05,33,33.3,0,33.13,33.3,69,77,66,72.667,11,561,562,560,560.926,2,22.4,25.1,21.5,23.722,3.6,100,100,100,100,0,10,11.2,7.5,8.893,3.7
2020/8/28 10:10,33.4,33.6,0,33.333,33.6,72,72,64,67.852,8,561,565,560,562.037,5,23.9,23.9,21.1,22.444,2.8,100,100,100,100,0,9.3,12.1,9.3,10.604,2.8
2020/8/28 10:15,33.4,33.5,0,33.348,33.5,73,75,66,71.074,9,561,563,560,561.556,3,24.2,24.9,21.8,23.469,3.1,100,100,100,100,0,8.9,11.2,8.2,9.581,3
2020/8/28 10:20,33.5,33.6,0,33.456,33.6,69,74,64,68.074,10,565,565,560,562.185,5,23,24.5,21.2,22.696,3.3,100,100,100,100,0,10.3,12,8.5,10.533,3.5
2020/8/28 10:25,33.4,33.6,0,33.474,33.6,69,76,65,69.259,11,561,565,560,561.963,5,22.9,25.4,21.7,23.063,3.7,100,100,100,100,0,10.3,11.7,8,10.222,3.7
2020/8/28 10:30,33.7,33.7,0,33.623,33.7,67,70,62,66.192,8,561,565,560,562.5,5,22.6,23.5,20.8,22.215,2.7,100,100,100,100,0,11.1,12.8,10,11.322,2.8
2020/8/28 10:35,33.8,33.8,0,33.763,33.8,64,67,60,63.593,7,561,566,560,561.222,6,21.7,22.7,20.4,21.522,2.3,100,100,100,100,0,12.2,13.6,11.1,12.322,2.5
2020/8/28 10:40,33.9,34.1,0,33.974,34.1,71,71,60,63,11,565,567,560,562.111,7,24.2,24.2,20.5,21.593,3.7,100,100,100,100,0,9.9,13.6,9.9,12.674,3.7
2020/8/28 10:45,34,34.2,0,34.011,34.2,65,71,61,65.296,10,561,565,560,562.148,5,22.3,24.2,21.1,22.415,3.1,100,100,100,100,0,12,13.4,9.9,11.893,3.5
2020/8/28 10:50,33.9,34.3,0,34.141,34.3,62,68,59,64.111,9,563,563,560,560.741,3,21.2,23.5,20.5,22.219,3,100,100,100,100,0,13,14.2,11,12.381,3.2
2020/8/28 10:55,34.2,34.3,0,34.159,34.3,63,69,60,63.926,9,561,566,560,561.481,6,21.9,24,20.6,22.156,3.4,100,100,100,100,0,12.8,14,10.7,12.485,3.3
2020/8/28 11:00,34.3,34.5,0,34.289,34.5,63,66,59,62.185,7,561,566,560,562.481,6,22,22.9,20.6,21.704,2.3,100,100,100,100,0,12.9,14.3,11.8,13.207,2.5
2020/8/28 11:05,34.4,34.5,0,34.359,34.5,70,70,60,65.074,10,561,565,560,561.37,5,24.6,24.7,21,22.852,3.7,100,100,100,100,0,10.5,14,10.5,12.174,3.5
2020/8/28 11:10,34,34.4,0,34.27,34.4,69,71,64,67.593,7,561,561,560,560.667,1,23.7,24.8,22.2,23.563,2.6,100,100,100,100,0,10.6,12.6,10.1,11.3,2.5
2020/8/28 11:15,33.1,34,0,33.563,34,72,72,62,67.296,10,570,570,561,565,9,23.5,23.7,21.3,22.552,2.4,100,100,100,100,0,9.1,13,9.1,10.907,3.9
2020/8/28 11:20,32.7,33.1,0,32.944,33.1,70,74,66,70.889,8,570,573,568,570.37,5,22.3,24,21.1,22.881,2.9,100,100,100,100,0,9.5,10.9,8.3,9.367,2.6
2020/8/28 11:25,33,33.1,0,32.804,33.1,75,76,67,71.037,9,570,572,568,570.148,4,24.3,24.6,21.3,22.774,3.3,100,100,100,100,0,8.1,10.5,7.7,9.252,2.8
2020/8/28 11:30,32.8,33.1,0,32.97,33.1,75,79,67,74.593,12,565,571,565,565.63,6,24,25.6,21.6,24.089,4,100,100,100,100,0,8,10.6,6.8,8.233,3.8
2020/8/28 11:35,33,33.1,0,32.83,33.1,75,77,68,72.704,9,565,570,565,566.741,5,24.3,24.5,21.7,23.344,2.8,100,100,100,100,0,8.1,10.2,7.2,8.719,3
2020/8/28 11:40,33.9,33.9,0,33.448,33.9,66,76,63,70.259,13,565,566,560,563.815,6,22.5,25.1,21,23.319,4.1,100,100,100,100,0,11.6,12.4,7.8,9.907,4.6
2020/8/28 11:45,34,34.3,0,34.093,34.3,67,71,60,66.556,11,560,565,560,561,5,23,24.7,20.7,22.969,4,100,100,100,100,0,11.3,13.9,9.9,11.519,4
2020/8/28 11:50,33.9,34.2,0,34.074,34.2,66,70,61,65.074,9,565,567,560,560.926,7,22.5,24.3,20.9,22.433,3.4,100,100,100,100,0,11.6,13.4,10.4,12.03,3
2020/8/28 11:55,33.8,33.9,0,33.712,33.9,72,72,63,66.885,9,565,566,563,564.346,3,24.4,24.4,21.5,22.581,2.9,100,100,100,100,0,9.5,12.6,9.5,11.178,3.1
2020/8/28 12:00,33.1,33.8,0,33.419,33.8,72,73,64,68.407,9,567,567,565,565.111,2,23.5,24.6,21.2,22.73,3.4,100,100,100,100,0,9.1,12.1,9,10.456,3.1
2020/8/28 12:05,32.1,33.1,0,32.637,33.1,76,79,70,73,9,570,571,566,568.37,5,23.4,24.9,21.9,23.185,3,100,100,100,100,0,7.3,9.4,6.6,8.489,2.8
2020/8/28 12:10,31.9,32.1,0,32.046,32.1,78,79,71,75.286,8,570,572,570,570.464,2,23.7,24,21.8,23.068,2.2,100,100,100,100,0,6.7,8.9,6.3,7.546,2.6
2020/8/28 12:15,31.9,32.1,0,31.97,32.1,79,79,73,76.963,6,570,571,565,569.593,6,24,24.2,22.4,23.47,1.8,100,100,100,100,0,6.3,8.3,6.3,7.011,2
2020/8/28 12:20,32.3,32.3,0,32.059,32.3,75,82,72,77.63,10,565,570,565,565.704,5,23.3,25.1,22.4,23.826,2.7,100,100,100,100,0,7.7,8.7,5.5,6.848,3.2
2020/8/28 12:25,32,32.6,0,32.396,32.6,73,79,68,74,11,565,566,560,563.852,6,22.3,24.7,21.3,23.133,3.4,100,100,100,100,0,8.2,10,6.5,8.107,3.5
2020/8/28 12:30,31.8,32.1,0,31.952,32.1,75,75,70,72.963,5,565,566,565,565.111,1,22.7,23.1,21.3,22.215,1.8,100,100,100,100,0,7.5,9.1,7.5,8.233,1.6
2020/8/28 12:35,31.6,31.8,0,31.715,31.8,78,80,73,76.37,7,565,566,565,565.222,1,23.3,23.9,21.8,23.022,2.1,100,100,100,100,0,6.5,8,5.9,7.011,2.1
2020/8/28 12:40,31.2,31.6,0,31.344,31.6,81,83,74,78.37,9,570,571,565,567.111,6,23.6,24.2,22.1,23.067,2.1,100,100,100,100,0,5.5,7.7,4.9,6.326,2.8
2020/8/28 12:45,30.7,31.2,0,30.956,31.2,77,83,76,79.074,7,570,571,570,570.111,1,21.8,24.1,21.6,22.744,2.5,100,100,100,100,0,6.5,6.9,4.9,5.974,2
2020/8/28 12:50,31.1,31.2,0,31.022,31.2,78,81,72,76.037,9,570,573,570,570.593,3,22.6,23.3,20.6,21.927,2.7,100,100,100,100,0,6.3,8.1,5.4,6.881,2.7
2020/8/28 12:55,32.4,32.4,0,31.556,32.4,73,80,68,75.889,12,565,570,565,567.667,5,22.8,23.7,20.9,22.596,2.8,100,100,100,100,0,8.4,9.9,5.8,7.085,4.1
2020/8/28 13:00,32.4,32.7,0,32.585,32.7,72,75,67,70.778,8,565,565,561,562.963,4,22.5,23.7,21.2,22.404,2.5,100,100,100,100,0,8.4,10.5,7.9,9.186,2.6
2020/8/28 13:05,33.3,33.3,0,32.737,33.3,72,75,66,70.148,9,561,565,560,562.148,5,23.7,24,21.1,22.415,2.9,100,100,100,100,0,9.2,10.9,7.8,9.485,3.1
2020/8/28 13:10,33.7,33.7,0,33.544,33.7,70,72,60,65.852,12,560,565,560,561.074,5,23.6,23.7,20.1,22.048,3.6,100,100,100,100,0,10.1,13.5,9.1,11.374,4.4
2020/8/28 13:15,33.9,34.1,0,33.856,34.1,65,72,62,68.111,10,560,561,560,560.556,1,22.2,24.6,21.2,23.211,3.4,100,100,100,100,0,11.9,13,9.4,10.811,3.6
2020/8/28 13:20,34.1,34.2,0,32.693,34.2,68,71,63,66.593,8,561,562,560,560.63,2,23.5,24.2,21.5,22.777,2.7,100,100,100,100,0,11,12.7,9.9,11.415,2.8
2020/8/28 13:25,34.3,34.3,0,34.131,34.3,62,70,60,64.269,10,565,566,560,561.192,6,21.7,24.3,20.6,22.3,3.7,100,100,100,100,0,13.3,14,10.4,12.27,3.6
2020/8/28 13:30,34.3,34.3,0,34.226,34.3,64,65,56,62.259,9,561,566,560,562.63,6,22.4,22.7,19.6,21.637,3.1,100,100,100,100,0,12.6,15.4,12.1,13.119,3.3
2020/8/28 13:35,34.3,34.6,0,34.478,34.6,64,69,59,63.519,10,563,565,560,561.593,5,22.4,24.4,20.6,22.411,3.8,100,100,100,100,0,12.6,14.5,10.9,12.848,3.6
2020/8/28 13:40,34.5,34.6,0,33.204,34.6,60,69,57,62.481,12,560,566,560,561.778,6,21.2,24.4,20.1,22.078,4.3,100,100,100,100,0,14.1,15.2,10.9,13.207,4.3
2020/8/28 13:45,34.5,34.7,0,34.489,34.7,65,66,57,61.852,9,561,565,560,561.074,5,23,23.1,20.3,21.8,2.8,100,100,100,100,0,12.3,15.4,11.8,13.504,3.6
2020/8/28 13:50,34.8,34.8,0,34.611,34.8,61,67,57,61.667,10,565,566,561,564.778,5,21.9,23.8,20.4,21.937,3.4,100,100,100,100,0,14,15.4,11.7,13.596,3.7
2020/8/28 13:55,34.9,35.1,0,33.63,35.1,61,68,58,62.444,10,563,566,563,564.815,3,22.1,24.6,21.2,22.619,3.4,100,100,100,100,0,14.1,15.3,11.5,13.537,3.8
2020/8/28 14:00,35,35.1,0,34.969,35.1,62,65,58,60.885,7,565,566,561,564,5,22.5,23.8,20.8,22.069,3,100,100,100,100,0,13.8,15.3,12.8,14.204,2.5
2020/8/28 14:05,34.9,35.1,0,34.926,35.1,59,65,57,60.63,8,565,566,560,564.185,6,21.3,23.5,20.5,21.948,3,100,100,100,100,0,14.8,15.6,12.6,14.23,3
2020/8/28 14:10,34.9,35.2,0,33.641,35.2,63,67,58,61.815,9,565,566,565,565.074,1,22.8,24.1,21,22.4,3.1,100,100,100,100,0,13.4,15.3,11.8,13.8,3.5
2020/8/28 14:15,34.8,35.2,0,35.004,35.2,61,65,59,61.556,6,565,566,565,565.148,1,21.9,23.8,21.2,22.393,2.6,100,100,100,100,0,14,15.1,12.7,13.959,2.4
2020/8/28 14:20,34.5,34.8,0,34.604,34.8,63,66,59,61.519,7,566,567,565,565.593,2,22.3,23.3,20.8,21.87,2.5,100,100,100,100,0,13.1,14.6,12,13.641,2.6
2020/8/28 14:25,34.4,34.5,0,34.274,34.5,66,69,60,64.444,9,570,570,565,566.815,5,23.2,24.1,21,22.47,3.1,100,100,100,100,0,11.9,14,10.7,12.393,3.3
2020/8/28 14:30,34.5,34.5,0,34.378,34.5,65,72,63,66.926,9,565,570,565,565.704,5,23,25.2,22.1,23.515,3.1,100,100,100,100,0,12.3,13.1,9.8,11.589,3.3
2020/8/28 14:35,34.4,34.7,0,34.511,34.7,64,68,58,63.593,10,568,568,565,565.259,3,22.5,24,20.5,22.507,3.5,100,100,100,100,0,12.6,14.8,11.2,12.844,3.6
2020/8/28 14:40,34.1,34.4,0,34.178,34.4,66,70,62,65.889,8,566,570,565,566.37,5,22.8,24.2,21.4,22.837,2.8,100,100,100,100,0,11.7,13.2,10.3,11.826,2.9
2020/8/28 14:45,34,34.1,0,33.989,34.1,64,74,62,66.037,12,567,570,565,566.556,5,22,25.3,21.2,22.637,4.1,100,100,100,100,0,12.3,13,8.8,11.644,4.2
2020/8/28 14:50,34,34,0,33.941,34,67,72,64,67.778,8,565,570,565,566.333,5,23,24.7,22,23.2,2.7,100,100,100,100,0,11.3,12.3,9.5,10.985,2.8
2020/8/28 14:55,33.9,34,0,32.696,34,65,70,62,66.667,8,565,570,565,566.37,5,22.2,24,21.2,22.856,2.8,100,100,100,100,0,11.9,13,10.2,11.341,2.8
2020/8/28 15:00,34,34.2,0,33.889,34.2,65,72,61,65,11,566,570,565,566.444,5,22.3,24.3,20.9,22.185,3.4,100,100,100,100,0,12,13.4,9.4,11.904,4
2020/8/28 15:05,33.8,34,0,33.87,34,66,71,61,65.926,10,565,566,565,565.222,1,22.4,24.1,20.8,22.488,3.3,100,100,100,100,0,11.5,13.3,9.8,11.573,3.5
2020/8/28 15:10,33.6,33.9,0,32.465,33.9,68,70,60,64.462,10,570,570,565,566.462,5,22.8,23.8,20.4,21.83,3.4,100,100,100,100,0,10.7,13.6,10.1,12.011,3.5
2020/8/28 15:15,32.9,33.6,0,33.159,33.6,74,77,66,70.704,11,570,572,565,568.037,7,23.8,24.8,21.8,23.119,3,100,100,100,100,0,8.3,11.3,7.4,9.556,3.9
2020/8/28 15:20,32.4,32.9,0,31.385,32.9,70,76,66,69.852,10,571,572,568,570.222,4,21.9,24.5,20.5,22.093,4,100,100,100,100,0,9.4,10.7,7.7,9.493,3
2020/8/28 15:25,32.8,32.8,0,32.485,32.8,69,74,66,70.889,8,568,574,568,570.963,6,22.1,23.3,21,22.278,2.3,100,100,100,100,0,9.9,10.8,8.1,9.144,2.7
2020/8/28 15:30,33.1,33.1,0,33.004,33.1,67,74,65,70.407,9,565,568,565,565.63,3,21.8,24,21.2,22.811,2.8,100,100,100,100,0,10.7,11.4,8.4,9.574,3
2020/8/28 15:35,33.2,33.3,0,33.104,33.3,67,72,64,67.444,8,566,566,565,565.074,1,22,23.5,20.9,22.026,2.6,64,100,64,86.222,36,10.8,11.7,9.1,10.57,2.6
2020/8/28 15:40,33.5,33.5,0,33.311,33.5,66,71,62,65.778,9,565,566,565,565.111,1,22,23.4,20.6,21.689,2.8,16,64,16,40.462,48,11.3,12.6,9.5,11.252,3.1
2020/8/28 15:45,33.3,33.5,0,33.259,33.5,64,70,61,65.074,9,565,566,563,564.963,3,21.1,23.1,20,21.422,3.1,10,16,10,10.556,6,11.8,12.8,9.8,11.448,3
2020/8/28 15:50,33.3,33.3,0,33.215,33.3,68,68,60,63.815,8,565,566,565,565.259,1,22.4,22.4,19.5,20.933,2.9,10,10,10,10,0,10.5,13.2,10.5,11.83,2.7
2020/8/28 15:55,33.1,33.3,0,33.23,33.3,67,68,61,64.704,7,565,566,565,565.074,1,21.8,22.4,20,21.233,2.4,10,10,10,10,0,10.7,12.8,10.5,11.552,2.3
2020/8/28 16:00,32.8,33.1,0,32.922,33.1,69,73,66,69.333,7,567,570,563,565.889,7,22.1,23.7,21.1,22.415,2.6,10,10,10,10,0,9.9,10.9,8.7,9.819,2.2
2020/8/28 16:05,33.9,33.9,0,33.296,33.9,59,69,59,62.926,10,565,571,565,566.778,6,20.1,22.1,20,20.73,2.1,10,10,10,10,0,14,14,9.9,12.226,4.1
2020/8/28 16:10,34.5,34.5,0,34.244,34.5,58,60,57,58.111,3,566,566,561,564.407,5,20.5,21.1,19.6,20.252,1.5,10,10,10,10,0,14.8,15.2,14,14.556,1.2
2020/8/28 16:15,34.7,34.7,0,34.633,34.7,57,58,56,56.704,2,560,566,560,561.444,6,20.4,20.5,19.9,20.215,0.6,10,10,10,10,0,15.4,15.7,14.8,15.426,0.9
2020/8/28 16:20,35.1,35.1,0,34.948,35.1,56,58,55,56.889,3,561,567,560,561.741,7,20.5,21.1,20,20.622,1.1,10,10,10,10,0,16.1,16.3,15.1,15.63,1.2
2020/8/28 16:25,34.9,35.1,0,34.993,35.1,55,56,55,55.259,1,565,566,561,564.63,5,19.9,20.5,19.9,20.1,0.6,10,10,10,10,0,16.3,16.4,16,16.248,0.4
2020/8/28 16:30,35,35.1,0,33.707,35.1,55,57,55,55.556,2,560,565,560,562.704,5,20,20.8,19.9,20.215,0.9,10,10,10,10,0,16.3,16.4,15.5,16.131,0.9
2020/8/28 16:35,34.9,35,0,34.904,35,55,55,54,54.704,1,565,566,560,562.481,6,19.9,20,19.5,19.789,0.5,10,10,10,10,0,16.3,16.6,16.3,16.389,0.3
2020/8/28 16:40,34.9,34.9,0,34.9,34.9,54,56,54,55,2,565,567,565,565.154,2,19.5,20.2,19.5,19.874,0.7,10,10,10,10,0,16.6,16.6,15.9,16.274,0.7
2020/8/28 16:45,34.7,34.9,0,34.826,34.9,55,55,54,54.185,1,565,566,563,565,3,19.7,19.9,19.3,19.5,0.6,10,10,10,10,0,16.1,16.6,16.1,16.47,0.5
2020/8/28 16:50,34.6,34.7,0,33.311,34.7,56,57,55,55.37,2,566,568,565,565.741,3,19.9,20.1,19.4,19.667,0.7,10,10,10,10,0,15.6,16.1,15.2,15.848,0.9
2020/8/28 16:55,34.3,34.6,0,34.493,34.6,56,56,55,55.556,1,567,571,565,567.37,6,19.6,19.9,19.2,19.611,0.7,10,10,10,10,0,15.4,15.9,15.4,15.674,0.5
2020/8/28 17:00,34.1,34.3,0,34.237,34.3,56,56,55,55.926,1,570,570,565,567.852,5,19.3,19.6,19,19.474,0.6,10,10,10,10,0,15.2,15.6,15.2,15.363,0.4
2020/8/28 17:05,34,34.1,0,34.041,34.1,56,57,56,56.556,1,566,571,566,568.444,5,19.2,19.7,19.2,19.463,0.5,10,10,10,10,0,15.1,15.2,14.7,14.919,0.5
2020/8/28 17:10,33.8,34,0,32.626,34,56,58,55,56.444,3,570,571,566,568.889,5,19,19.8,18.8,19.263,1,10,10,10,10,0,14.9,15.3,14.3,14.833,1
2020/8/28 17:15,33.6,33.8,0,32.43,33.8,56,57,56,56.444,1,566,571,566,569.148,5,18.8,19.3,18.8,19.007,0.5,10,10,10,10,0,14.7,14.9,14.4,14.641,0.5
2020/8/28 17:20,33.4,33.6,0,33.481,33.6,59,59,56,57.63,3,570,571,566,569.407,5,19.6,19.6,18.8,19.167,0.8,10,10,10,10,0,13.6,14.7,13.5,14.067,1.2
2020/8/28 17:25,33.1,33.4,0,33.274,33.4,58,59,57,58.37,2,570,572,566,569.37,6,18.9,19.6,18.7,19.193,0.9,10,10,10,10,0,13.7,14.2,13.4,13.644,0.8
2020/8/28 17:30,32.9,33.1,0,33.007,33.1,60,60,58,59.333,2,571,572,570,570.222,2,19.3,19.5,18.7,19.207,0.8,10,10,10,10,0,12.9,13.7,12.9,13.137,0.8
2020/8/28 17:35,32.6,32.9,0,32.737,32.9,59,61,59,59.704,2,570,571,570,570.667,1,18.7,19.6,18.7,19.037,0.9,10,10,10,10,0,13,13,12.5,12.856,0.5
2020/8/28 17:40,32.3,32.6,0,31.263,32.6,62,62,59,60.778,3,570,571,570,570.296,1,19.3,19.4,18.7,19.085,0.7,10,10,10,10,0,11.8,13,11.8,12.311,1.2
2020/8/28 17:45,32.1,32.3,0,32.178,32.3,62,62,61,61.963,1,572,572,570,570.815,2,19.1,19.3,18.9,19.167,0.4,10,10,10,10,0,11.7,12,11.7,11.73,0.3
2020/8/28 17:50,31.8,32.1,0,31.941,32.1,63,63,61,62.37,2,571,572,570,570.704,2,19,19.2,18.6,18.948,0.6,10,10,10,10,0,11.2,11.9,11.2,11.43,0.7
2020/8/28 17:55,31.7,31.8,0,31.73,31.8,63,63,63,63,0,571,572,570,570.926,2,18.9,19,18.9,18.931,0.1,10,10,10,10,0,11.1,11.2,11.1,11.131,0.1
2020/8/28 18:00,31.5,31.7,0,31.563,31.7,64,64,63,63.519,1,570,572,570,570.556,2,19,19.1,18.8,18.915,0.3,10,10,10,10,0,10.7,11.1,10.7,10.863,0.4
2020/8/28 18:05,31.2,31.5,0,31.373,31.5,65,65,64,64.654,1,571,571,570,570.269,1,18.9,19.2,18.9,19.074,0.3,10,10,10,10,0,10.2,10.7,10.2,10.404,0.5
